AQI,AirQuality,CO,MonitoringStations,NO2,O31,O38,PM10,PM25,SO2,name,pollutants
44,优,0.6,奥林花园,12,78,82,44,3,6,鄂尔多斯,_
51,良,2.0,市政府,54,50,54,51,34,18,鄂州,颗粒物(PM10)
55,良,1.0,湖北民院,30,42,27,59,39,9,恩施州,"颗粒物(PM10)
细颗粒物(PM2.5)"
54,良,1.3,沙万,22,72,67,58,34,10,防城港,颗粒物(PM10)
55,良,0.8,防城镇政府,24,78,68,59,34,10,防城港,颗粒物(PM10)
58,良,1.0,大海花园,21,76,71,65,31,9,防城港,颗粒物(PM10)
62,良,0.7,赵家坝,23,87,84,_,44,5,鄂州,细颗粒物(PM2.5)
63,良,1.0,凡口开发区,24,76,72,75,38,4,鄂州,颗粒物(PM10)
53,良,1.2,州电力总公司,19,64,57,56,16,7,恩施州,颗粒物(PM10)
102,轻度污染,0.3,工业园区,8,68,70,154,13,13,阜新,颗粒物(PM10)
77,良,0.3,农业园区,3,64,64,103,12,8,阜新,颗粒物(PM10)
89,良,0.8,湾梁,39,32,41,128,48,10,佛山,颗粒物(PM10)
67,良,0.8,华材职中,51,23,39,79,48,22,佛山,细颗粒物(PM2.5)
64,良,0.8,南海气象局,43,34,40,67,46,10,佛山,细颗粒物(PM2.5)
63,良,1.0,顺德苏岗,50,28,41,60,45,7,佛山,细颗粒物(PM2.5)
107,轻度污染,0.2,长青街,12,55,62,164,17,19,阜新,颗粒物(PM10)
72,良,1.2,容桂街道办,63,22,35,64,52,17,佛山,细颗粒物(PM2.5)
60,良,0.8,高明孔堂,25,46,39,52,43,13,佛山,细颗粒物(PM2.5)
68,良,1.3,三水监测站,51,38,46,50,49,11,佛山,细颗粒物(PM2.5)
70,良,0.9,三水云东海,34,36,50,54,51,7,佛山,细颗粒物(PM2.5)
67,良,0.8,沈抚新城,51,35,48,84,45,29,抚顺,颗粒物(PM10)
99,良,1.0,望花区,51,38,46,93,74,38,抚顺,细颗粒物(PM2.5)
